"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
268,672580,"Garcia, Maikel",1157,23.2,0.327,0.164,0.364,0.491,0.397,0.402,0.328,18,55,93.1,9.5,2231,89.3,89.24,9,98,170,-0.09999999999999432,6.3,108,152,117,148,306,327,294,"-4.765","4.765","70.8","7.0","2.537679301",63,46,13,3,0,2,9,14.3,8,12.7,"2.37","0.53","0.42","-0.42","92.7",170,56.52173913043478,10.869565217391305,7.936507936507936,5.73,2.06,0.18,2.35,0.413,5,"1.777985075",0.414,0.51,"-1.777985075",-0.001,-0.0010000000000000009,-0.019,-0.005,9.2,"38.0",2.372005900682883,3.5681053801868323,29.257463550720868,0.35051546391752575,34.978872153004005,31.627772005492318
267,663698,"Bart, Joey",490,54.5,0.158,0.105,0.222,0.263,0.254,0.259,0.148,9,57,85.6,18.9,2136,88,88.18,42,126,141,0.20000000000000284,6.39,106,152,123,147,308,323,293,"1.803","-1.803","73.1","7.3","3.688602393",66,37,5,3,0,1,20,30.3,3,4.5,"2.4","0.58","0.45","-0.45","91.3",150,37.83783783783784,5.405405405405405,3.0303030303030303,5.73,1.93,-0.07,2.29,0.273,2,"-0.675280899",0.264,0.291,"0.675280899",0.01,0.009000000000000008,-0.028,-0.005,33.3,"39.2",10.122256704054442,-6.233161332061661,35.24398113276294,0.3870967741935484,34.66004157110647,36.87321286000157
266,676369,"Velázquez, Nelson",350,76,0.186,0.254,0.194,0.441,0.305,0.354,0.243,11,59,96.1,20.9,2218,88.7,88.85,51,134,132,0.09999999999999432,6.33,106,151,122,146,308,328,299,"0.818","-0.818","73.8","7.3","2.303323981",67,40,4,3,0,4,20,29.9,6,9,"2.3","0.63","0.51","-0.51","93.2",180,65,12.5,7.462686567164178,5.77,1.83,0.04,2.29,0.269,5,"-0.307518797",0.319,0.51,"0.307518797",-0.057,-0.04999999999999999,-0.069,-0.049,38.1,"39.4",13.614317919536667,0.13412449632464518,35.131365772041335,0.5864661654135338,35.549578981567684,30.70834298194842
263,701675,"Church, Nathan",1335,19.7,0.2,0.117,0.208,0.317,0.262,0.293,0.234,12,60,84.3,7.7,2324,88,88.02,26,140,123,0,6.32,110,147,105,151,289,319,301,"3.258","-3.258","64.0","6.6","2.556435237",67,50,9,1,0,2,11,16.4,5,7.5,"2.4","0.58","0.22","0.22","90.1",150,30,10,7.462686567164178,5.63,2.18,-0.16,2.29,0.269,5,"-1.23878327",0.301,0.36,"1.23878327",-0.034,-0.03199999999999997,-0.043,-0.031,18.6,"35.2",0.1506393638861005,0.3380620513230026,29.906545940260592,0.381294964028777,37.862988406693,29.44540142344
263,695731,"Montgomery, Braden",915,28.7,0.133,0.117,0.179,0.25,0.229,0.289,0.202,8,60,86.3,13.8,2167,88.6,88.96,48,132,131,0.4000000000000057,6.46,107,151,120,146,300,325,292,"4.407","-4.407","67.9","6.8","3.77740877",70,40,4,2,1,1,21,30,8,11.4,"2.32","0.62","0.48","-0.48","91.5",170,40,2.5,1.4285714285714286,5.73,2.09,0.2,2.31,0.243,1,"-1.675665399",0.304,0.334,"1.675665399",-0.069,-0.061,-0.084,-0.06,36.4,"37.9",10.189552390330316,5.193651540425314,31.84206509835763,0.6384615384615384,34.877950271276795,28.314510450739963
262,694212,"Basallo, Samuel",1152,22.7,0.2,0.08,0.295,0.28,0.228,0.225,0.186,15,75,85.8,2.4,2368,89,89.15,61,141,121,0.09999999999999432,6.44,119,146,126,152,295,326,303,"6.74","-6.74","70.1","7.5","3.491320076",78,46,13,0,0,2,29,37.2,3,3.8,"2.39","0.53","0.19","0.19","92.1",126,36.95652173913043,6.521739130434782,3.8461538461538463,5.76,1.99,-0.28,2.15,0.231,3,"-2.572519084",0.217,0.296,"2.572519084",0.014,0.014000000000000012,-0.016,0.003,43.3,"39.7",9.713831525007604,-2.7404313258126325,33.488373588755515,0.4928571428571429,35.58283874447531,33.1641832983447
260,553869,"Díaz, Elias",620,41.9,0.231,0.262,0.234,0.492,0.317,0.305,0.244,15,65,87.5,15.2,2231,88.2,88.32,37,148,112,0.09999999999999432,6.41,105,152,124,147,305,325,291,"-0.294","0.294","72.8","7.0","2.894732694",68,51,6,5,0,4,14,20.6,3,4.4,"2.41","0.57","0.34","-0.34","91.9",145,41.17647058823529,13.725490196078432,10.294117647058822,5.74,1.97,0.15,2.24,0.265,7,"0.113076923",0.278,0.446,"-0.113076923",-0.013,-0.013000000000000012,0.046,0.012,25,"38.5",6.1902232244669,-3.1589232622673036,29.553909543742915,0.5310344827586206,35.190175103791546,36.694636376935044
259,669743,"Call, Alex",676,38.3,0.327,0.143,0.375,0.469,0.388,0.298,0.238,16,49,86.1,12.3,2187,90.3,90.74,24,122,137,0.4000000000000057,6.43,109,151,115,145,301,320,288,"-4.034","4.034","64.8","6.6","1.134537988",58,41,11,4,0,1,9,15.5,6,10.3,"2.14","0.68","0.47","-0.47","90.4",136,22.5,2.5,1.7241379310344827,5.78,2.05,-0.02,2.28,0.414,1,"1.557528958",0.341,0.309,"-1.557528958",0.089,0.07299999999999995,0.16,0.09,19.7,"36.7",6.917819331385102,2.1127198530531537,31.66300113521003,0.3813559322033898,36.2064571392323,30.12112168295596
259,630105,"Cronenworth, Jake",1168,22.2,0.263,0.088,0.311,0.351,0.304,0.252,0.211,15,57,82.6,7.4,2249,88.3,88.39,25,131,128,0.10000000000000853,6.41,118,148,108,151,288,320,301,"0.949","-0.949","67.0","6.9","3.290334701",62,46,12,2,0,1,11,17.7,2,3.2,"2.42","0.55","0.22","0.22","90.4",139,17.391304347826086,0,0,5.67,2.02,-0.14,2.2,0.323,0,"-0.366409266",0.275,0.277,"0.366409266",0.052,0.04799999999999999,0.074,0.052,19.1,"37.8",7.5361525515957375,-2.187856379462831,29.266268202771954,0.4263565891472868,38.109649335861455,31.00932342689327
258,804606,"Griffin, Konnor",957,27,0.286,0.143,0.385,0.429,0.328,0.324,0.263,16,56,92.2,16,2174,87.7,88.02,38,125,133,0.29999999999999716,6.44,106,152,119,147,306,323,294,"0.622","-0.622","73.1","7.8","4.325662483",61,40,11,3,1,1,17,27.9,4,6.6,"2.59","0.4","0.37","-0.37","93.3",152,42.5,7.5,4.918032786885246,5.82,1.94,-0.08,2.24,0.328,3,"-0.241085271",0.311,0.442,"0.241085271",0.023,0.017000000000000015,-0.013,0.004,30.4,"40.4",12.406403780346722,-5.6633823446028275,34.94758729939831,0.4672131147540984,38.52949355406826,35.470162905063326
257,596103,"Slater, Austin",292,88,0.211,0.053,0.308,0.263,0.256,0.247,0.195,12,57,86.8,11.1,2186,89.6,89.49,34,119,138,-0.09999999999999432,6.36,106,152,116,148,301,322,288,"4.187","-4.187","68.9","6.8","3.447319741",65,39,9,3,0,0,19,29.2,7,10.8,"2.07","0.82","0.64","-0.64","90.0",160,21.052631578947366,2.631578947368421,1.5384615384615385,5.82,2.09,0.18,2.3,0.292,1,"-1.629182879",0.28,0.255,"1.629182879",0.016,0.011999999999999955,0.008,0.009,28.6,"38.9",10.992080502819274,3.761975250805022,34.97557982190747,0.5344827586206896,35.89521615234264,29.45480260418049
256,620443,"Torrens, Luis",880,29.1,0.266,0.234,0.277,0.5,0.363,0.317,0.249,17,64,88.8,5.9,2189,88.4,88.51,23,122,134,0.09999999999999432,6.41,109,149,120,147,298,321,291,"-2.24","2.24","68.3","7.0","3.873957776",71,51,10,3,0,4,13,18.3,6,8.5,"2.48","0.49","0.53","-0.53","91.5",162,38.775510204081634,6.122448979591836,4.225352112676056,5.73,2.14,0.02,2.21,0.338,3,"0.875",0.325,0.391,"-0.875",0.017,0.013000000000000012,0.109,0.046,18.9,"35.9",7.606493890720635,9.4692477858122,31.932931047458684,0.5333333333333333,38.67391915214442,23.915716480109513
253,702616,"Holliday, Jackson",991,25.5,0.264,0.113,0.394,0.377,0.339,0.325,0.252,14,53,87.1,15.4,2318,89.1,89.44,31,100,153,0.30000000000001137,6.49,116,147,111,151,291,323,302,"-0.837","0.837","67.8","6.9","3.847465604",62,34,10,3,0,1,19,30.6,9,14.5,"2.36","0.54","0.32","0.32","90.1",160,26.47058823529412,5.88235294117647,3.225806451612903,5.88,1.9,-0.39,2.08,0.371,2,"0.33083004",0.361,0.352,"-0.33083004",0.012,0.010000000000000009,0.025,0.014,31,"38.1",8.210332748370504,2.3388463887838262,32.4449428259982,0.4897959183673469,34.670454564240835,28.352939917492343
253,682177,"Schneemann, Daniel",1105,22.9,0.232,0.161,0.306,0.393,0.321,0.271,0.186,13,56,86,12,2288,88.8,89.02,39,111,142,0.20000000000000284,6.53,113,145,110,150,288,321,301,"1.503","-1.503","68.4","6.9","3.221094405",64,38,8,3,0,2,18,28.1,8,12.5,"2.36","0.59","0.25","0.25","91.5",154,39.473684210526315,7.894736842105263,4.6875,5.7,2.27,-0.29,2.24,0.328,3,"-0.594071146",0.288,0.305,"0.594071146",0.046,0.040000000000000036,0.088,0.05,35.1,"34.4",13.109651298046982,2.602611222024116,31.880288178158168,0.45045045045045046,34.96037483652678,33.726757497511976
252,681351,"O'Hoppe, Logan",922,27.3,0.273,0.045,0.36,0.318,0.29,0.275,0.227,18,66,85.6,19.3,2198,87.8,87.67,33,125,127,-0.09999999999999432,6.3,105,152,120,146,305,324,292,"1.887","-1.887","69.5","7.3","4.251633676",71,50,15,3,0,0,16,22.5,5,7,"2.35","0.66","0.5","-0.5","92.0",164,34,10,7.042253521126761,5.84,2.06,0.14,2.26,0.324,5,"-0.748809524",0.281,0.338,"0.748809524",0.046,0.04299999999999998,-0.02,0.015,26.4,"38.6",12.142976131544454,-2.661532450078023,30.793387050183323,0.5833333333333334,36.9098616030822,32.965001387082694
250,663368,"Perkins, Blake",419,59.7,0.231,0.173,0.268,0.404,0.315,0.309,0.239,12,52,87.9,15.6,2212,90,90.25,16,104,146,0.29999999999999716,6.38,101,150,108,146,302,320,289,"-0.504","0.504","68.4","7.4","0.574545301",58,42,5,6,0,1,10,17.2,6,10.3,"2.19","0.65","0.63","-0.63","91.2",165,38.095238095238095,7.142857142857142,5.172413793103448,5.72,2.1,0.08,2.25,0.31,3,"0.2016",0.318,0.383,"-0.2016",-0.008,-0.008000000000000007,0.021,0.006,15.4,"35.6",6.358100606520542,-0.1106274134209817,29.273936236109463,0.62,38.0093928949948,22.502290201256237
248,665161,"Peña, Jeremy",1242,20,0.231,0.108,0.298,0.338,0.296,0.334,0.262,15,65,89.8,8.9,2139,88.8,89.03,45,131,117,0.20000000000000284,6.5,109,151,119,146,299,327,292,"1.062","-1.062","71.0","7.4","3.221660566",73,48,10,4,0,1,17,23.3,6,8.2,"2.3","0.63","0.52","-0.52","92.7",152,45.83333333333333,4.166666666666666,2.73972602739726,5.98,1.97,0.06,2.13,0.315,2,"-0.428225806",0.343,0.411,"0.428225806",-0.031,-0.028000000000000025,-0.073,-0.038,34.4,"42.2",11.058531157946394,-4.6474841746707884,31.59147591857044,0.5190839694656488,36.0106837110771,30.13357773376127
247,665966,"Narváez, Carlos",949,26,0.2,0.06,0.303,0.26,0.254,0.247,0.167,10,50,91.4,21.5,2186,89,89.05,40,123,124,0,6.35,107,152,123,147,298,326,295,"3.734","-3.734","71.2","7.5","2.597185615",56,33,7,3,0,0,17,30.4,5,8.9,"2.25","0.68","0.47","-0.47","90.5",174,30.303030303030305,6.0606060606060606,3.571428571428571,5.8,1.87,0.06,2.3,0.286,2,"-1.511740891",0.256,0.289,"1.511740891",0.033,0.02999999999999997,-0.029,0.007,32.5,"39.4",11.062346492836026,1.6887104909990904,34.02731728556737,0.47540983606557374,36.83518044124585,32.48761510286552
245,687462,"Horwitz, Spencer",1372,17.9,0.2,0.06,0.225,0.26,0.273,0.278,0.194,10,50,83.5,10.6,2339,88.1,87.86,24,107,138,-0.19999999999998863,6.14,117,148,118,151,289,318,299,"1.764","-1.764","66.9","6.9","2.881404754",60,41,9,0,0,1,10,16.7,7,11.7,"2.41","0.56","0.29","0.29","90.5",126,29.268292682926827,4.878048780487805,3.3333333333333335,5.68,1.98,-0.22,2.31,0.317,2,"-0.72",0.318,0.251,"0.72",0.006,-0.0010000000000000009,0.009,-0.005,22.4,"37.6",7.321038643828209,0.8721297149144056,35.465356209728,0.5145631067961165,34.38209422077566,27.757771176652756
244,686668,"Doyle, Brenton",558,43.7,0.217,0.117,0.286,0.333,0.279,0.255,0.195,13,60,86,6.5,2227,89,89.25,42,123,121,0.29999999999999716,6.35,106,152,115,147,307,328,293,"2.511","-2.511","70.5","7.3","3.091370507",66,43,8,4,0,1,17,25.8,6,9.1,"2.29","0.62","0.46","-0.46","91.5",153,36.58536585365854,7.317073170731707,4.545454545454546,5.71,2.08,0.07,2.3,0.288,3,"-1.029098361",0.271,0.291,"1.029098361",0.022,0.01699999999999996,0.042,0.024,34.1,"36.6",11.433515463223316,2.8528221594939946,30.927266768979933,0.5040650406504065,38.50222171524502,26.552859148620474
242,673237,"Diaz, Yainer",789,30.7,0.234,0.047,0.306,0.281,0.254,0.222,0.195,15,64,87,1.4,2111,88.1,88.21,35,135,107,0.10000000000000853,6.41,109,152,124,147,300,326,288,"4.076","-4.076","71.6","7.3","1.219581508",68,49,12,3,0,0,15,22.1,4,5.9,"2.42","0.56","0.52","-0.52","90.6",135,24.489795918367346,2.0408163265306123,1.4705882352941175,5.93,2.02,0.05,2.2,0.279,1,"-1.684297521",0.243,0.245,"1.684297521",0.039,0.03600000000000003,0.036,0.032,25.9,"41.2",7.5255072404135746,6.07107843689211,29.211865804088465,0.5447761194029851,37.89009808902936,29.198874557689216
242,694497,"Carter, Evan",1474,16.4,0.08,0,0.138,0.08,0.128,0.171,0.125,4,50,78.5,11,2273,88.6,88.75,34,93,149,0.20000000000000284,6.49,111,146,106,150,285,321,298,"8.663","-8.663","65.0","6.6","2.557869246",55,29,4,0,0,0,21,38.2,5,9.1,"2.3","0.66","0.24","0.24","89.9",119,24.137931034482758,0,0,5.74,2.24,-0.28,2.31,0.164,0,"-3.579752066",0.204,0.147,"3.579752066",-0.045,-0.03999999999999998,-0.067,-0.043,36.6,"38.7",1.6913467785932745,-0.8841531813552544,29.41474401335186,0.3409090909090909,34.590761005433485,29.936426197182744
240,694374,"Tawa, Tim",877,27.4,0.18,0.06,0.25,0.24,0.217,0.268,0.225,9,50,93.6,14.6,2176,88.4,88.31,29,110,130,-0.10000000000000853,6.3,103,151,116,147,302,323,292,"4.752","-4.752","70.2","6.9","4.365978285",55,36,6,3,0,0,15,27.3,4,7.3,"2.38","0.59","0.36","-0.36","92.0",160,50,8.333333333333332,5.454545454545454,5.76,2.1,0.03,2.21,0.236,3,"-1.98",0.28,0.323,"1.98",-0.045,-0.04400000000000004,-0.083,-0.051,26.4,"38.2",5.8351412057945335,-3.6954975262107754,31.266486699081927,0.46226415094339623,34.18317662423678,31.2614247580313
239,665804,"Amaya, Miguel",865,27.6,0.269,0.096,0.333,0.365,0.345,0.33,0.254,14,52,86.3,18.5,2172,88.7,89.04,29,105,134,0.29999999999999716,6.54,108,151,122,147,300,323,293,"-0.357","0.357","70.2","7.5","3.103427675",62,40,11,2,0,1,12,19.4,9,14.5,"2.43","0.51","0.56","-0.56","90.6",159,27.500000000000004,2.5,1.6129032258064515,5.77,2.26,0.03,2.2,0.387,1,"0.149372385",0.374,0.342,"-0.149372385",0.015,0.013000000000000012,0.023,0.015,27.6,"37.1",11.540274734109508,-5.922300050898434,35.043859531360326,0.5247524752475248,38.474919379983625,26.514717560063122
236,666023,"Fermin, Freddy",836,28.2,0.196,0.161,0.214,0.357,0.267,0.269,0.213,11,56,88.9,12.9,2235,88,88.06,29,120,116,0.09999999999999432,6.44,107,151,116,148,303,322,289,"2.664","-2.664","68.5","7.6","6.773640253",60,44,6,3,0,2,12,20,4,6.7,"2.44","0.55","0.37","-0.37","91.3",157,36.36363636363637,6.8181818181818175,5,5.73,1.92,0.05,2.19,0.25,3,"-1.128813559",0.266,0.344,"1.128813559",-0.017,-0.016000000000000014,0.013,-0.002,24.2,"38.6",13.475958841160894,-5.086986225384807,35.178390436212005,0.49572649572649574,33.73723520145007,32.119756350240095
235,669257,"Smith, Will",858,27.4,0.159,0,0.233,0.159,0.218,0.308,0.229,7,44,93.3,20.2,2181,88.8,88.94,16,94,141,0.10000000000000853,6.31,110,152,124,147,305,322,297,"3.493","-3.493","70.4","7.4","1.221190324",51,30,7,0,0,0,14,27.5,7,13.7,"2.32","0.6","0.39","-0.39","91.5",190,43.333333333333336,3.3333333333333335,1.9607843137254901,5.84,2.09,0.12,2.33,0.275,1,"-1.486382979",0.335,0.347,"1.486382979",-0.07,-0.06,-0.188,-0.09,17,"37.8",12.674301168489368,4.757248587756819,34.11275417447934,0.6086956521739131,37.58753888118284,28.21192476148043
235,814439,"Waldschmidt, Ryan",851,27.6,0.308,0.096,0.4,0.404,0.35,0.298,0.241,16,52,86.3,17.7,2256,87.6,87.57,25,99,136,0,6.34,110,152,115,148,306,325,294,"-0.91","0.91","70.3","6.7","4.653426222",58,40,11,5,0,0,12,20.7,6,10.3,"2.55","0.48","0.27","-0.27","91.2",174,30,5,3.4482758620689653,5.66,2.34,0.1,2.13,0.379,2,"0.387234043",0.319,0.345,"-0.387234043",0.067,0.06,0.059,0.052,25.3,"36.6",5.846658255696972,-5.148035949510481,35.83853539782399,0.26804123711340205,35.145865855502755,24.60900822688663
234,687221,"Rushing, Dalton",920,25.4,0.211,0.14,0.297,0.351,0.291,0.286,0.21,12,57,88.4,23.9,2288,89.2,89.44,32,108,126,0.20000000000000284,6.37,115,145,120,149,292,322,301,"2.311","-2.311","69.4","7.5","3.506296263",64,38,6,5,0,1,19,29.7,5,7.8,"2.36","0.54","0.31","0.31","92.0",154,42.10526315789473,7.894736842105263,4.6875,5.7,2.07,-0.32,2.09,0.297,3,"-0.987606838",0.296,0.339,"0.987606838",0.001,0.0010000000000000009,0.012,0.005,29.6,"35.3",13.168269662883157,-4.5728215787619355,34.2498409221144,0.6226415094339622,37.7396879766578,32.44399735146004
233,641857,"McMahon, Ryan",1241,18.8,0.176,0.039,0.29,0.216,0.228,0.292,0.222,9,51,91.5,14.8,2288,89.3,89.57,31,103,130,0.29999999999999716,6.55,113,146,115,151,289,324,299,"4.805","-4.805","71.1","7.2","5.243059296",57,31,7,2,0,0,20,35.1,4,7,"2.24","0.67","0.24","0.24","91.5",166,48.38709677419355,3.225806451612903,1.7543859649122806,5.76,2.09,-0.22,2.34,0.263,1,"-2.06223176",0.304,0.346,"2.06223176",-0.046,-0.04099999999999998,-0.13,-0.064,30.1,"40.2",8.288615908830348,0.44905178387343936,35.20146176307312,0.5392156862745098,40.153514507714576,25.74061206733129
233,657656,"Laureano, Ramón",847,27.5,0.16,0.12,0.206,0.28,0.234,0.294,0.207,8,50,85,13.1,2151,89,88.92,34,110,123,-0.09999999999999432,6.41,109,152,122,147,302,325,296,"3.637","-3.637","71.1","7.1","3.232587547",55,35,4,3,0,1,15,27.3,5,9.1,"2.4","0.54","0.49","-0.49","91.2",169,25.71428571428571,14.285714285714285,9.090909090909092,5.75,2.02,-0.1,2.11,0.236,5,"-1.560944206",0.279,0.392,"1.560944206",-0.047,-0.04300000000000004,-0.112,-0.06,30.9,"37.7",16.451385069499324,-3.006325517390434,35.467714363014906,0.411214953271028,38.534296346061005,34.74157258339556
232,690924,"Fulford, Braxton",301,77.1,0.188,0.083,0.375,0.271,0.232,0.2,0.137,9,48,88.1,25.4,2223,87.8,88.19,40,104,128,0.4000000000000057,6.24,108,153,121,147,305,329,298,"2.244","-2.244","69.9","6.6","3.077317764",53,24,5,4,0,0,25,47.2,3,5.7,"2.45","0.56","0.3","-0.3","90.4",179,33.33333333333333,12.5,5.660377358490567,5.75,1.99,0.15,2.43,0.245,3,"-0.967241379",0.2,0.243,"0.967241379",0.051,0.044999999999999984,0.028,0.032,38.5,"40.5",10.227161169671607,-2.9910659218393403,29.901916682569905,0.5,35.483895561687,33.346568335814815
232,669242,"Edman, Tommy",686,33.8,0.226,0.208,0.273,0.434,0.349,0.34,0.245,12,53,88.1,-1.6,2197,88.2,88.38,26,107,125,0.20000000000000284,6.35,109,152,120,147,301,322,290,"-2.55","2.55","72.1","7.3","3.718361479",63,36,7,2,0,3,17,27,7,11.1,"2.5","0.48","0.43","-0.43","92.5",116,38.88888888888889,11.11111111111111,6.349206349206349,5.79,1.8,0.02,2.23,0.349,4,"1.099137931",0.365,0.389,"-1.099137931",-0.019,-0.016000000000000014,0.045,0.009,24.3,"38.0",9.654726009010737,-0.9135248043569806,23.898471266903183,0.6415094339622641,38.32037267777473,29.31869542549158
230,671277,"García Jr., Luis",1537,15,0.197,0.148,0.196,0.344,0.261,0.233,0.177,12,61,83.6,11.6,2249,88.3,88.46,28,126,104,0.20000000000000284,6.31,116,147,114,151,289,320,302,"3.598","-3.598","71.5","7.4","4.193064703",65,49,9,0,0,3,12,18.5,4,6.2,"2.57","0.38","0.28","0.28","90.6",125,24.489795918367346,8.16326530612245,6.153846153846154,5.8,2.07,-0.21,2.1,0.246,4,"-1.564347826",0.227,0.298,"1.564347826",0.02,0.01899999999999999,0.046,0.028,22.2,"36.9",11.662579169819349,-4.124001795626726,27.315949309738688,0.6349206349206349,35.64145916497273,34.41584327859957
229,678489,"Barrosa, Jorge",672,34.1,0.184,0.184,0.222,0.368,0.317,0.262,0.136,7,38,85.9,18.8,2192,88.2,88.19,19,94,135,0,6.37,100,147,106,143,298,321,288,"-0.453","0.453","64.1","7.4","3.068892796",48,28,2,4,0,1,11,22.9,7,14.6,"2.41","0.57","0.5","-0.5","90.0",174,21.428571428571427,7.142857142857142,4.166666666666666,5.72,2.17,-0.02,2.2,0.333,2,"0.197816594",0.297,0.242,"-0.197816594",0.048,0.03600000000000003,0.126,0.055,20.2,"33.1",9.582719870360446,-11.10885580226211,29.773358456842118,0.4725274725274725,35.71734714977697,33.02452420550201
224,672386,"Kirk, Alejandro",752,29.8,0.296,0.093,0.357,0.389,0.339,0.285,0.224,16,54,88.2,8.5,2163,89,89.13,23,88,136,0.09999999999999432,6.42,108,152,126,148,299,323,287,"-1.532","1.532","70.7","7.2","3.128073413",64,43,13,2,0,1,12,18.8,9,14.1,"2.36","0.57","0.43","-0.43","92.5",160,32.55813953488372,2.3255813953488373,1.5625,5.71,2.15,0.06,2.18,0.391,1,"0.683928571",0.33,0.324,"-0.683928571",0.072,0.061,0.065,0.054,26.1,"37.5",6.17763469224774,4.683084269940754,23.39177711667557,0.5340909090909091,40.25925827743077,30.056804076230073
219,699912,"Fernandez, Jose",710,30.8,0.224,0.041,0.306,0.265,0.234,0.29,0.256,11,49,88.1,11.1,2121,87.4,87.43,32,113,106,0,6.36,106,152,117,147,303,324,290,"3.068","-3.068","72.4","7.8","3.095668151",51,36,9,2,0,0,13,25.5,2,3.9,"2.51","0.52","0.49","-0.49","91.5",139,44.44444444444444,5.555555555555555,3.9215686274509802,5.8,2.03,0.1,2.14,0.255,2,"-1.400913242",0.286,0.376,"1.400913242",-0.032,-0.030999999999999972,-0.111,-0.056,28.3,"37.6",7.666924269811261,-7.812449011272694,33.30699360788126,0.4144144144144144,38.65053587713639,32.09705214430168
219,691458,"Jordan, Blaze",621,35.3,0.267,0.233,0.288,0.5,0.346,0.34,0.276,16,60,88,9.7,2285,87.5,87.7,20,117,102,0.20000000000000284,6.36,109,152,124,148,308,326,294,"-1.179","1.179","72.5","7.3","5.462198009",64,53,8,3,4,1,7,10.9,3,4.7,"2.47","0.55","0.31","-0.31","91.8",155,39.62264150943396,9.433962264150944,7.8125,5.76,2.01,-0.11,2.33,0.313,5,"0.538356164",0.321,0.463,"-0.538356164",-0.009,-0.008000000000000007,0.037,0.006,17.1,"37.0",6.5176572197784015,-2.7266825549961906,31.360864200301712,0.39823008849557523,38.81135326799609,32.67280703999062
216,666160,"Moniak, Mickey",1151,18.8,0.207,0.138,0.278,0.345,0.252,0.206,0.147,12,58,84.5,22.8,2297,87.9,88.32,39,116,100,0.3999999999999915,6.33,117,145,111,150,295,330,303,"2.586","-2.586","71.0","7.7","3.39292906",63,38,9,0,1,2,22,34.9,1,1.6,"2.51","0.46","0.23","0.23","90.8",141,36.84210526315789,7.894736842105263,4.761904761904762,5.72,2.02,-0.19,2.21,0.238,3,"-1.197222222",0.188,0.27,"1.197222222",0.06,0.04999999999999999,0.075,0.046,33.6,"35.5",12.628377474077963,-3.7851365800632606,31.82433148762355,0.4827586206896552,40.54682161572674,28.78543755658237
216,682622,"Marte, Noelvi",761,28.4,0.157,0.196,0.172,0.353,0.233,0.206,0.14,8,51,87.8,21.1,2270,88.9,89.37,31,110,106,0.5,6.57,106,152,122,146,304,324,288,"4.857","-4.857","69.8","7.2","2.785423086",53,32,4,1,0,3,19,35.8,2,3.8,"2.39","0.54","0.36","-0.36","90.8",163,28.125,12.5,7.547169811320755,5.73,1.88,0.12,2.45,0.189,4,"-2.248611111",0.172,0.3,"2.248611111",0.017,0.017000000000000015,0.053,0.027,28.2,"37.9",7.502500813138905,1.3099189439396601,32.12420002521568,0.4818181818181818,36.781159488661615,32.504066175496476
212,543309,"Higashioka, Kyle",765,27.7,0.255,0.234,0.281,0.489,0.367,0.335,0.242,12,47,86.7,25.4,2140,87.4,87.45,28,99,113,0.09999999999999432,6.35,108,152,123,147,301,324,294,"-2.206","2.206","69.5","7.3","3.447955768",54,35,7,2,0,3,12,22.2,6,11.1,"2.56","0.47","0.36","-0.36","91.7",183,34.285714285714285,8.571428571428571,5.555555555555555,5.7,2.09,0.11,2.34,0.352,3,"1.040566038",0.341,0.417,"-1.040566038",0.013,0.010999999999999954,0.072,0.032,28.3,"36.9",12.405258776897014,-7.171637361773587,33.42773040436718,0.4329896907216495,32.79007831332668,29.549254212772496
210,664770,"Lukes, Nathan",1294,16.2,0.14,0.02,0.194,0.16,0.194,0.26,0.217,7,50,84.1,2.2,2245,90.3,90.47,20,94,116,0.20000000000000284,6.49,116,149,108,151,284,316,301,"6.715","-6.715","63.4","6.2","2.128844696",56,36,6,1,0,0,14,25,3,5.4,"2.3","0.54","0.48","0.48","89.5",137,8.333333333333332,0,0,5.68,2.27,-0.06,2.3,0.232,0,"-3.197619048",0.301,0.255,"3.197619048",-0.077,-0.06899999999999998,-0.095,-0.066,21.3,"35.1",4.60346243902477,13.473144182983413,29.2261656799702,0.4111111111111111,38.85734757255989,24.34366973762952
